year,county_fips,diabetes_percentage,diabetes_lower_limit,diabetes_upper_limit
2013,31133,7.2,5.5,9.5
2013,31135,6.5,4.8,8.7
2013,31137,8,6.2,9.8
2013,31139,8.6,6.9,10.6
2013,31141,8.1,6.9,9.5
2013,31143,6.9,5.3,8.8
2013,31145,6.8,5.4,8.3
2013,31147,7.3,5.8,8.7
2013,31149,8.5,6.2,10.9
2013,31151,7.6,6.1,9.3
2013,31153,8.5,7.6,9.5
2013,31155,7,5.7,8.4
2013,31157,9,8,10.1
2013,31159,6.5,5.3,7.9
2013,31161,8.4,7,10
2013,31163,7.5,5.6,9.8
2013,31165,6,4.2,8
2013,31167,8,6.2,10.2
2013,31169,7.3,5.6,9.5
2013,31171,7.8,5.9,10.3
2013,31173,15.6,13.5,17.9
2013,31175,8.6,6.4,10.8
2013,31177,6.6,5.3,8
2013,31179,6.3,5.2,7.7
2013,31181,7.5,5.7,10
2013,31183,6.9,5,9.6
2013,31185,6.8,5.6,8.3
2013,32510,6.8,5.5,8.2
2013,32001,8,6.3,10
2013,32003,8.9,8.2,9.6
2013,32005,5.9,4.7,7.2
2013,32007,8.2,6.6,9.9
2013,32009,7.8,5.4,11
2013,32011,7.3,5.1,10
2013,32013,6.6,5,8.7
2013,32015,7.1,4.9,10
2013,32017,7.7,5.6,10.5
2013,32019,7.4,6,9
2013,32021,8.4,6.2,10.9
2013,32023,8.8,7.1,10.7
2013,32027,7.3,5.2,9.7
2013,32029,7.8,5.7,10.5
2013,32031,6.5,5.9,7.2
2013,32033,8.3,6.2,10.6
2013,33001,8.4,7.3,9.8
2013,33003,7.4,6.3,8.6
2013,33005,7.7,6.6,8.8
2013,33007,9.8,8.5,11.2
2013,33009,7.5,6.5,8.6
2013,33011,8.2,7.6,8.9
2013,33013,7.8,6.9,8.8
2013,33015,7.7,7,8.5
2013,33017,9.9,8.7,11.2
2013,33019,8.3,7,9.6
2013,34001,10,8.9,11
2013,34003,6.9,6.1,7.8
2013,34005,8.3,7.3,9.3
2013,34007,9.5,8.4,10.5
2013,34009,8.3,7.2,9.5
2013,34011,11,9.8,12.4
2013,34013,10.3,9.5,11.1
2013,34015,10.3,9.1,11.5
2013,34017,8.1,7.3,9
2013,34019,5.8,4.9,6.7
2013,34021,8.9,7.8,10
2013,34023,9.3,8.3,10.4
2013,34025,7.6,6.7,8.6
2013,34027,6.8,5.9,7.6
2013,34029,8.6,7.5,9.6
2013,34031,7.8,6.8,8.8
2013,34033,10,8.9,11.3
2013,34035,7.5,6.5,8.6
2013,34037,7.4,6.4,8.6
2013,34039,7.3,6.4,8.3
2013,34041,7.9,6.8,9
2013,35001,6.9,6.2,7.7
2013,35003,6.5,4.6,9
2013,35005,8.4,7,10
2013,35006,12.5,10.7,14.4
2013,35007,7.1,5.1,9.4
2013,35009,8,6.5,9.6
2013,35011,7.2,5.1,9.8
2013,35013,7,6,8.1
2013,35015,8.8,7.4,10.6
2013,35017,7.4,5.7,9.2
2013,35019,7.3,4.9,10.5
2013,35021,6.9,4.8,9.6
2013,35023,7.3,5.2,9.8
2013,35025,8,6.7,9.6
2013,35027,5.6,4.4,7.2
2013,35028,5.7,4.1,7.3
2013,35029,8.6,6.6,11.1
2013,35031,13.5,12,15.1
2013,35033,8.8,6.2,11.7
2013,35035,8.6,7.1,10.3
2013,35037,7.3,5.5,9.5
2013,35039,7.6,6.1,9.4
2013,35041,9.5,7.3,12.1
2013,35045,9.5,8.6,10.3
2013,35047,7.5,5.7,9.6
2013,35043,7.1,6,8.2
2013,35049,3.9,3.2,4.5
2013,35051,6.7,5.1,8.7
2013,35053,9.1,7,11.7
2013,35055,6,4.7,7.6
2013,35057,8.3,6.2,10.7
2013,35059,8.2,5.9,11
2013,35061,7.9,6.5,9.6
2013,36001,8.9,7.1,11
2013,36003,7.9,5.6,10.9
2013,36005,12.3,10.9,13.8
2013,36007,8.5,6.6,10.6
2013,36009,7.8,5.6,10.4
2013,36011,8.5,6.1,11.4
2013,36013,8.3,6.3,10.4
2013,36015,8,5.8,10.7
2013,36017,8.2,6,11.2
2013,36019,9,6.7,11.6
2013,36021,8.3,6.2,10.9
2013,36023,7.6,5.3,10.2
2013,36025,8.3,5.9,11.2
2013,36027,8.4,6.7,10.5
2013,36029,8.1,7,9.4
2013,36031,7.7,5.5,10.3
2013,36033,8.8,6.4,11.4
2013,36035,8.5,5.9,11.2
2013,36037,7.8,5.7,10.5
2013,36039,7.7,5.4,10.3
2013,36041,7.7,5.3,10.8
2013,36043,7.5,5.4,10.1
2013,36045,9.6,7.5,12.3
2013,36047,10.5,9.5,11.5
2013,36049,8.4,6.2,11.3
2013,36051,9.3,6.8,12.5
2013,36053,8.2,6,10.8
2013,36055,8.6,7.2,10
2013,36057,7.9,5.6,10.9
2013,36059,7,5.9,8.1
2013,36061,6.9,6,7.8
2013,36063,8,6.2,10.2
2013,36065,8.5,6.7,10.7
2013,36067,8,6.4,9.7
2013,36069,6.3,4.6,8.1
2013,36071,8.9,7.1,11
2013,36073,8.4,6.1,11.3
2013,36075,9.5,7.1,12.1
2013,36077,7.8,5.7,10.3
2013,36079,6.5,4.8,8.6
2013,36081,10.7,9.7,11.8
2013,36083,7.9,6.2,10
2013,36085,8.6,6.9,10.5
2013,36087,9,7,11.3
2013,36091,7.4,5.8,9.3
2013,36093,8.7,6.6,11.1
2013,36095,8,5.7,11
2013,36097,8.6,6.1,11.9
2013,36099,7.6,5.4,10.4
2013,36089,9.5,7.1,12.4
2013,36101,9.4,7,12.6
2013,36103,7.7,6.7,8.8
2013,36105,8.9,6.6,11.4
2013,36107,8.6,6.3,11.4
2013,36109,7.8,5.7,10.1
2013,36111,7.9,6.1,10.1
2013,36113,7.9,5.6,10.6
2013,36115,9.4,6.8,12.4
2013,36117,8.7,6.4,11.5
2013,36119,7.1,6,8.4
2013,36121,7.2,5.2,9.6
2013,36123,7.7,5.3,10.9
2013,37001,9.6,7.8,11.8
2013,37003,9.8,7.5,13
2013,37005,9.8,6.6,13.2
2013,37007,13.3,10,16.9
2013,37009,9,6.4,12.2
2013,37011,9.5,7.1,12.5
2013,37013,10.7,8.3,13.7
2013,37015,11.7,8.6,15
2013,37017,12.2,9.3,15.5
2013,37019,8.1,6.4,10
2013,37021,8.2,7,9.7
2013,37023,10,7.4,12.8
2013,37025,9.3,7.6,11.3
2013,37027,12.1,9.3,15.2
2013,37029,9.6,6.9,13
2013,37031,8.2,6.1,10.8
2013,37033,10.9,8.4,13.9
2013,37035,11.9,9.6,14.2
2013,37037,9.3,7.2,11.7
2013,37039,9.7,7.1,12.8
2013,37041,10.4,7.6,13.8
2013,37043,9.5,6.5,12.9
2013,37045,10.6,8.5,13.2
2013,37047,13.8,10.9,17.2
2013,37049,9.4,7.5,11.7
2013,37051,12.6,11.1,14.3
2013,37053,9.2,6.6,12.5
2013,37055,8.1,6,10.7
2013,37057,9.5,7.8,11.5
2013,37059,8.8,6.7,11.4
2013,37061,12.1,9.6,15.2
2013,37063,9.1,7.8,10.6
2013,37065,14.1,11.2,17.6
2013,37067,10.2,8.7,11.8
2013,37069,12.3,9.8,15.5
2013,37071,12.4,10.7,14.3
2013,37073,10.5,7.8,13.9
2013,37075,9.5,6.6,13.2
2013,37077,10.7,8.3,13.6
2013,37079,11.6,8.8,15.5
2013,37081,9.7,8.4,11
2013,37083,11.4,8.8,14.3
2013,37085,10.7,8.5,13.2
2013,37087,9.7,7.2,12.4
2013,37089,7.5,5.7,9.6
2013,37091,12.2,9.1,15.9
2013,37093,13.4,10.3,16.9
2013,37095,10.4,7.5,14
2013,37097,9.3,7.5,11.5
2013,37099,10.5,8.2,13.2
2013,37101,13.2,10.9,15.6
2013,37103,11.9,8.8,15.5
2013,37105,12.2,9.7,15.2
2013,37107,13.2,10.3,16.6
2013,37109,9.9,7.7,12.6
2013,37113,8.6,6,11.6
2013,37115,8.7,5.7,12
2013,37117,12.7,10,15.9
2013,37111,12.1,9,15.7
2013,37119,9,7.9,10.1
2013,37121,10.1,7.3,13.4
2013,37123,10.5,7.9,14
2013,37125,8.1,6.4,10.2
2013,37127,11.4,9.1,14
2013,37129,7.8,6.5,9.2
2013,37131,12.6,9.3,16.4
2013,37133,9.8,7.8,12
2013,37135,8,6.3,9.8
2013,37137,11.4,8.4,15.9
2013,37139,13.2,10.1,17
2013,37141,10.3,7.9,13.1
2013,37143,10.4,7.7,13.5
2013,37145,10.6,8.3,13.7
2013,37147,9.9,8.1,12.1
2013,37149,9.5,7,12.9
2013,37151,12,10,14.3
2013,37153,9.9,7.6,12.6
2013,37155,14.8,13,16.7
2013,37157,11.8,9.6,14.6
2013,37159,11.2,9.2,13.5
2013,37161,11.5,8.7,14.8
2013,37163,12.1,9.6,15
2013,37165,12.1,9.3,15.6
2013,37167,10.4,8,13.3
2013,37169,10.5,8,13.4
2013,37171,11.1,8.4,14
2013,37173,12.8,9.9,16.6
2013,37175,8.2,6,10.8
2013,37177,11.7,8.5,15.9
2013,37179,9,7.5,10.6
2013,37181,12.2,9.6,15
2013,37183,8.5,7.3,9.5
2013,37185,11.4,8.6,14.7
2013,37187,11.6,8.3,15.4
2013,37189,8.7,6.5,11.1
2013,37191,12,9.8,14.4
2013,37193,8.7,6.6,11.3
2013,37195,10.8,8.3,13.4
2013,37197,8.7,6.6,11.6
2013,37199,8.6,6.2,11.5
2013,38001,7.5,5.8,9.3
2013,38003,8.4,6.6,10.4
2013,38005,10.6,8,14
2013,38007,6.7,5,9
2013,38009,7.5,5.7,9.6
2013,38011,7.1,5.6,8.9
2013,38013,7.1,5.1,9.3
2013,38015,6.9,6,7.8
2013,38017,7.5,6.7,8.4
2013,38019,7.9,5.9,10.3
2013,38021,8.6,6.3,11
2013,38023,7.4,5.6,9.3
2013,38025,8.1,6.3,10.1
2013,38027,8.6,6.1,11.4
2013,38029,7.6,5.5,10.3
2013,38031,8.1,5.8,10.8
2013,38033,6.9,5.2,8.9
2013,38035,7.9,6.8,9.1
2013,38037,7.3,5.4,9.7
2013,38039,6.8,4.9,9.3
2013,38041,7.1,5.5,9
2013,38043,6.6,4.8,8.7
2013,38045,7.9,5.9,10.6
2013,38047,7.6,5.5,10.4
2013,38049,6.5,4.9,8.5
2013,38051,6.8,4.9,8.9
2013,38053,9.4,7.8,11.1
2013,38055,7.8,6.1,9.7
2013,38057,9.6,7.6,11.8
2013,38059,7.1,5.8,8.5
2013,38061,12.2,10.4,14.5
2013,38063,8.4,6,10.9
2013,38065,8.5,5.9,11.6
2013,38067,9.3,7,11.8
2013,38069,7.9,5.9,10.3
2013,38071,8.4,6.7,10.4
2013,38073,8,6.1,10.8
2013,38075,8.7,6.3,11.8
2013,38077,7.2,5.8,8.8
2013,38079,12.3,9.5,15.7
2013,38081,7.3,5.3,9.7
2013,38083,7.7,5.4,10.2
2013,38085,13.6,9.9,18.4
2013,38087,6.9,5,9.3
2013,38089,7.6,6.5,8.9
2013,38091,8.2,5.8,11.4
2013,38093,7.4,5.9,9.2
2013,38095,7.9,5.7,10.5
2013,38097,6.8,5,8.8
2013,38099,7.3,5.6,9.2
2013,38101,8.2,7.1,9.3
2013,38103,7.4,5.4,9.7
2013,38105,8.5,7.5,9.6
2013,39001,9.7,7.2,13.1
2013,39003,11.5,9.6,13.5
2013,39005,9.9,7.3,13.2
2013,39007,11.2,8.6,14.3
2013,39009,11.9,9.7,14.3
2013,39011,9.3,7.1,11.6
2013,39013,12.8,11,14.9
2013,39015,11.7,8.8,15
2013,39017,11.2,9.6,13.1
2013,39019,10.3,7.6,13.6
2013,39021,11.4,8.5,15
2013,39023,10.9,8.8,13.2
2013,39025,10.5,8.7,12.8
2013,39027,10.2,7.8,13.3
2013,39029,10.5,8.3,13.1
2013,39031,12.3,9.6,15.2
2013,39033,11,8.5,14
2013,39035,10.4,9.4,11.6
2013,39037,10.6,8,13.8
2013,39039,10,7.5,12.8
2013,39041,8.7,7.1,10.4
2013,39043,8.9,6.9,11.1
2013,39045,9.9,8,12.4
2013,39047,11.2,8.4,14.6
2013,39049,10.2,9.2,11.2
2013,39051,11.5,8.9,14.2
2013,39053,12.5,9.9,15.5
2013,39055,9.4,6.9,12.2
2013,39057,9.5,7.5,11.7
2013,39059,10.6,8.4,13
2013,39061,10.1,9,11.2
2013,39063,10.1,8.1,12.3
2013,39065,8.8,6.7,11.6
2013,39067,10.6,7.9,13.8
2013,39069,9.9,7.6,13.3
2013,39071,9.4,6.9,12.3
2013,39073,12.4,9.7,15.4
2013,39075,9.6,6.9,12.9
2013,39077,11.2,8.6,14
2013,39079,12.6,9.8,15.5
2013,39081,12.9,10.7,15.3
2013,39083,9.6,7.4,12.1
2013,39085,9.4,7.4,11.8
2013,39087,13.6,11.5,16
2013,39089,9.6,7.7,11.5
2013,39091,11.4,8.5,15.1
2013,39093,9.9,8.4,11.5
2013,39095,11.2,10.1,12.5
2013,39097,9.8,7.3,12.8
2013,39099,10.5,8.9,12.1
2013,39101,11.5,9.2,13.9
2013,39103,8.3,6.4,10.4
2013,39105,14.3,11.4,17.6
2013,39107,9.2,7,11.8
2013,39109,10.9,8.6,13.8
2013,39111,11.9,9.3,15.4
2013,39113,11.5,10.3,12.8
2013,39115,12.3,9.2,16.1
2013,39117,10.5,7.9,13.6
2013,39119,11.2,9.4,13.3
2013,39121,10.4,7.8,13.5
2013,39123,8.5,6.3,11.1
2013,39125,10.4,8,13.9
2013,39127,11.6,9.1,14.4
2013,39129,11.4,8.7,15
2013,39131,11.9,9,15.2
2013,39133,8.4,6.5,10.4
2013,39135,10.7,7.7,14.2
2013,39137,8.5,6.6,10.6
2013,39139,10,8.1,12.3
2013,39141,11.9,9.7,14.5
2013,39143,10.9,8.5,13.5
2013,39145,14.3,11.7,16.9
2013,39147,11.8,9.4,14.6
2013,39149,9.9,7.4,12.9
2013,39151,11,9.5,12.7
2013,39153,9.1,8,10.4
2013,39155,10.1,8,12.4
2013,39157,10.8,9,12.8
2013,39159,9.9,7.6,12.4
2013,39161,12.5,9.6,16
2013,39163,15,11.4,19.1
2013,39165,8.9,7.1,10.9
2013,39167,12,9.8,14.3
2013,39169,10.6,8.1,13.5
2013,39171,10.8,8.6,13.5
2013,39173,10.5,8.8,12.3
2013,39175,10.5,7.7,14.1
2013,40001,12.8,9.9,16.5
2013,40003,11,8.1,14.3
2013,40005,10.9,8.3,14
2013,40007,11.1,7.9,14.9
2013,40009,9.7,7.3,12.3
2013,40011,11.7,8.9,15.1
2013,40013,10.2,8.1,12.6
2013,40015,11.2,9.1,13.9
2013,40017,11.5,9.9,13.2
2013,40019,11,8.9,13.2
2013,40021,13.6,10.9,16.7
2013,40023,12.7,10.1,15.9
2013,40025,9.6,7,13
2013,40027,10.6,9.3,12.1
2013,40029,10.4,7.4,13.8
2013,40031,11.5,9.9,13.3
2013,40033,12.1,8.9,16.2
2013,40035,10.9,8.2,14.1
2013,40037,12.8,10.7,15.3
2013,40039,11.7,9.4,14.6
2013,40041,11.1,8.8,13.7
2013,40043,11.2,8.4,14.7
2013,40045,10.2,7.4,13.4
2013,40047,8.8,7.1,10.6
2013,40049,11.3,8.9,13.9
2013,40051,10.7,8.6,13
2013,40053,10.2,7.5,13.4
2013,40055,11.5,8.6,15.5
2013,40057,11.6,8.2,15.6
2013,40059,10.3,7.4,13.7
2013,40061,15.2,11.7,19.6
2013,40063,13.5,10.4,17.2
2013,40065,12.1,9.3,15.2
2013,40067,11.1,8.1,14.7
2013,40069,11.7,9.1,14.8
2013,40071,10.7,8.4,13.4
2013,40073,10.5,8,13.3
2013,40075,11.1,8.3,14.5
2013,40077,12.6,9.2,15.8
2013,40079,12.3,10.1,14.7
2013,40081,12,9.4,15.2
2013,40083,10.7,8.6,12.9
2013,40085,12.6,9.6,16.3
2013,40093,9.4,7,12.1
2013,40095,10.7,8.1,13.8
2013,40097,11.9,9.4,14.7
2013,40087,9.7,7.7,12.1
2013,40089,12,9.6,14.7
2013,40091,10.3,8,13.3
2013,40099,11.1,8.3,14
2013,40101,11.8,9.6,14.1
2013,40103,11.1,8,15
2013,40105,12.5,9.3,16.1
2013,40107,11.6,8.7,15.2
2013,40109,9.9,9,10.7
2013,40111,10.7,8.3,13.1
2013,40113,10.2,8,12.7
2013,40115,13.5,10.5,16.9
2013,40117,11.1,8.4,14.4
2013,40119,8,6.2,9.9
2013,40121,11.3,9,13.6
2013,40123,10.9,8.8,13.5
2013,40125,12.7,10.6,14.9
2013,40127,13.3,10.3,17.1
2013,40129,10.2,7.5,13.4
2013,40131,9.3,7.5,11.2
2013,40133,12.3,9.6,15.4
2013,40135,11.6,9.1,14.4
2013,40137,11.3,9,13.5
2013,40139,9.8,7.3,12.6
2013,40141,12.1,8.9,16.2
2013,40143,10,9.3,10.8
2013,40145,10.1,8.2,12.2
2013,40147,11.8,9.6,14.3
2013,40149,10.9,8.3,14
2013,40151,11.6,8.6,15.1
2013,40153,10.8,8.1,13.6
2013,41001,9.1,6.6,12.2
2013,41003,7.7,6.2,9.8
2013,41005,8.5,7.4,9.8
2013,41007,9.2,6.9,11.9
2013,41009,8.9,6.9,11.2
2013,41011,9.9,7.9,12.5
2013,41013,9.5,7.1,12.9
2013,41015,8.2,6,10.8
2013,41017,6.6,5.3,8.2
2013,41019,8.8,7.2,10.8
2013,41021,8.7,6,12.3
2013,41023,9,6.3,12.1
2013,41025,8.7,6.2,11.9
2013,41027,7.7,5.4,10.8
2013,41029,7.3,5.9,8.8
2013,41031,9.5,7.1,12.4
2013,41033,6.9,5.4,8.6
2013,41035,9,6.9,11.3
2013,41037,8.9,6.2,12.1
2013,41039,6.9,5.9,8.1
2013,41041,10.2,7.9,12.8
2013,41043,9.8,7.9,11.8
2013,41045,8,5.8,10.6
2013,41047,9.6,8.2,11.1
2013,41049,10,7.2,13.8
2013,41051,7.9,7.1,8.8
2013,41053,8.2,6.4,10.3
2013,41055,8.3,5.8,12.2
2013,41057,8.7,6.5,11.5
2013,41059,9.2,7,11.5
2013,41061,7.8,5.6,10.2
2013,41063,8.3,5.8,11.5
2013,41065,9.1,6.7,12
2013,41067,8.3,7.2,9.4
2013,41069,8.5,6.2,11.6
2013,41071,8.6,6.7,11
2013,42001,9.6,7.6,12
2013,42003,8.4,7.7,9.1
2013,42005,9.3,7.2,11.6
2013,42007,9.1,7.5,11
2013,42009,10.5,8.6,12.6
2013,42011,9.6,8,11.4
2013,42013,9.6,7.6,11.7
2013,42015,8.7,7.8,9.8
2013,42017,7.9,6.7,9.2
2013,42019,9.1,7.5,10.9
2013,42021,10.6,8.9,13
2013,42023,7.7,5.4,11.1
2013,42025,8.6,6.4,11.2
2013,42027,8.3,7,9.8
2013,42029,6.9,5.7,8.1
2013,42031,10,7.9,12.8
2013,42033,11.6,9.4,13.9
2013,42035,9.5,7.2,11.7
2013,42037,10.4,8.5,12.9
2013,42039,9.7,7.8,11.7
2013,42041,8.2,6.7,9.7
2013,42043,10.6,9.1,12.3
2013,42045,8,6.8,9.4
2013,42047,8.2,6.1,10.7
2013,42049,10.3,9,11.8
2013,42051,13.2,10.9,15.7
2013,42053,9.9,7.2,13.5
2013,42055,9.6,7.8,11.7
2013,42057,9.7,7,12.6
2013,42059,10.9,8.4,14.3
2013,42061,9.7,7.5,12.7
2013,42063,8.5,6.6,10.8
2013,42065,9.3,7.2,11.8
2013,42067,10,7.3,13.5
2013,42069,9.7,8,11.5
2013,42071,8.4,7,9.8
2013,42073,10.1,8.2,12.3
2013,42075,8.4,6.7,10.2
2013,42077,9.5,8,11
2013,42079,9.8,8.4,11.3
2013,42081,9.1,7.6,10.8
2013,42083,8.7,6.7,11
2013,42085,9.8,8.1,11.9
2013,42087,10.1,7.6,13.2
2013,42089,9.6,7.9,11.5
2013,42091,6.3,5.4,7.3
2013,42093,10.1,7.6,13.2
2013,42095,9.5,7.9,11.1
2013,42097,10,8.3,12
2013,42099,8.8,6.5,11.3
2013,42101,11.5,10.8,12.4
2013,42103,8.1,7.1,9.2
2013,42105,9.4,7.1,12.7
2013,42107,9.4,7.1,11.8
2013,42109,8.5,6.5,10.8
2013,42111,10.2,7.9,12.5
2013,42113,9.6,7,12.7
2013,42115,7.9,6.1,10.1
2013,42117,9.9,7.9,12.1
2013,42119,9.3,7.3,11.4
2013,42121,10.6,8.3,13.1
2013,42123,9.9,7.8,12.1
2013,42125,9.6,7.9,11.4
2013,42127,10.1,7.9,12.7
2013,42129,9.3,8,10.7
2013,42131,8.9,6.8,11.7
2013,42133,9.8,8.4,11.2
2013,44001,7.2,5.9,8.7
2013,44003,8.4,7.6,9.4
2013,44005,7,5.9,8.1
2013,44007,9.2,8.8,9.7
2013,44009,7.5,6.6,8.5
2013,45001,14.2,11.6,17.1
2013,45003,11.1,9.8,12.4
2013,45005,17.4,14.1,21.3
2013,45007,11.4,9.9,12.9
2013,45009,14.4,11.6,17.5
2013,45011,15,12.4,17.7
2013,45013,8,7.1,9.2
2013,45015,13.2,11.7,14.7
2013,45017,15.2,12.1,18.6
2013,45019,10.5,9.5,11.5
2013,45021,12.9,10,16.1
2013,45023,11.8,9,15.1
2013,45025,12.9,10.5,15.8
2013,45027,14.3,11.9,17
2013,45029,13.9,11.9,16.2
2013,45031,12.6,10.5,14.9
2013,45033,14.7,12,17.7
2013,45035,10,8.5,11.6
2013,45037,12.5,10.3,14.9
2013,45039,15.5,12.5,18.8
2013,45041,12.8,11.2,14.6
2013,45043,11.1,9.6,12.7
2013,45045,9.6,8.7,10.7
2013,45047,11.7,10.1,13.5
2013,45049,13.4,10.9,16.3
2013,45051,9.3,8.3,10.2
2013,45053,13.8,11.3,16.6
2013,45055,10.7,8.7,13.2
2013,45057,10.1,8.2,12.3
2013,45059,13,11.1,15.2
2013,45061,15,12.4,18.2
2013,45063,9,7.6,10.5
2013,45067,14.7,12.4,17.5
2013,45069,13.9,11.5,16.6
2013,45065,13.4,10.7,16.3
2013,45071,13.5,10.9,16.6
2013,45073,9.7,8,11.6
2013,45075,13.2,11.5,14.9
2013,45077,11.1,9.1,13.4
2013,45079,11.4,10.4,12.4
2013,45081,11.1,9,13.7
2013,45083,11.6,10.4,12.9
2013,45085,13.2,11.5,14.9
2013,45087,13.1,10.1,16.4
2013,45089,15,13.1,17.1
2013,45091,11.1,9.6,12.7
2013,46003,6.6,4.7,9.1
2013,46005,7.9,6.6,9.3
2013,46007,13.6,11,16.5
2013,46009,7.9,5.6,10.5
2013,46011,6.9,5.8,8
2013,46013,7.4,6.4,8.5
2013,46015,8.3,6.1,10.9
2013,46017,17,13.1,21.1
2013,46019,6.7,5,8.8
2013,46021,6.8,4.5,9.5
2013,46023,9.6,7,12.2
2013,46025,8,5.6,10.8
2013,46027,8.6,6.1,11.5
2013,46029,7.3,6.3,8.4
2013,46031,12.6,10,15.4
2013,46033,7.6,5.7,10.1
2013,46035,8.1,6.8,9.5
2013,46037,8.2,6.1,11.1
2013,46039,8.4,6.3,10.8
2013,46041,15.2,12.8,17.7
2013,46043,7.8,5.5,10.7
2013,46045,6.7,4.8,9.3
2013,46047,7.9,5.8,10.7
2013,46049,7,4.8,9.6
2013,46051,6.4,4.5,8.5
2013,46053,7.6,5.5,10.2
2013,46055,7.5,5.2,10.2
2013,46057,7.9,5.6,10.3
2013,46059,7.4,5.2,10
2013,46061,7,4.9,9.6
2013,46063,6.9,5,9.6
2013,46065,8.4,7.1,9.8
2013,46067,7.6,5.4,10.2
2013,46069,7.8,5.5,10.8
2013,46071,10,7.8,12.6
2013,46073,7.1,4.8,9.8
2013,46075,8.3,5.7,11.4
2013,46077,7.4,5.3,10.4
2013,46079,6.8,5,9
2013,46081,6.2,5.2,7.2
2013,46083,6.8,5.9,8
2013,46085,9.1,6.5,12.1
2013,46091,7.7,5.7,10.5
2013,46087,7,4.9,9.6
2013,46089,7.9,5.6,10.6
2013,46093,7.9,6.8,9.1
2013,46095,11.2,8.4,14.2
2013,46097,7.9,5.6,10.7
2013,46099,7.7,6.7,8.6
2013,46101,9.2,6.7,11.9
2013,46102,NA,NA,NA
2013,46103,7.5,6.4,8.6
2013,46105,7.3,5.3,10
2013,46107,7.6,5.3,10.6
2013,46109,9.9,7.4,13.1
2013,46111,8.1,5.3,11.3
2013,46113,17.3,15.1,19.8
2013,46115,7.7,5.3,10.6
2013,46117,8.2,5.8,11.4
2013,46119,7.4,5.2,10
2013,46121,19.4,16.5,22.4
2013,46123,8.3,5.7,11.1
2013,46125,6.4,4.5,8.4
2013,46127,7.9,5.6,10.7
2013,46129,8.1,5.9,11
2013,46135,6.8,5.6,8.1
2013,46137,16.7,13.6,20.3
2013,47001,10.3,7.7,13.6
2013,47003,10.5,7.9,13.6
2013,47005,11.4,8.2,15.2
2013,47007,10.9,7.9,14.6
2013,47009,11.7,9.1,14.5
2013,47011,13,10.4,15.6
2013,47013,11.3,8.1,15
2013,47015,11,7.9,15.1
2013,47017,12.3,9.2,16.2
2013,47019,12.1,9.6,15.2
2013,47021,11.1,8.1,14.6
2013,47023,13.4,10,17.8
2013,47025,12.8,9.4,16.9
2013,47027,10.9,7.7,14.9
2013,47029,13.2,9.6,17.3
2013,47031,11.4,8.7,14.6
2013,47033,11.9,9,15.7
2013,47035,14.1,11.2,17.6
2013,47037,10.9,9.6,12.4
2013,47039,12,9,16
2013,47041,12.4,9.1,16.6
2013,47043,11.2,8,14.7
2013,47045,13.9,10.8,17.9
2013,47047,14.8,11.5,18.7
2013,47049,12,8.9,15.3
2013,47051,11.1,8.2,14.1
2013,47053,11.3,8.9,14.1
2013,47055,12.2,9.1,15.8
2013,47057,12.1,8.6,16.2
2013,47059,10.2,8.1,12.7
2013,47061,12.8,9.5,16.7
2013,47063,12.1,9.1,15.7
2013,47065,11,9.6,12.5
2013,47067,10.8,7.5,14.8
2013,47069,13.3,10.1,17.3
2013,47071,11.2,8.2,14.6
2013,47073,12.1,9.3,15.2
2013,47075,13.2,10,17.1
2013,47077,13.9,10.7,17.5
2013,47079,11.3,8.6,14.3
2013,47081,10.8,7.8,14.3
2013,47083,12.8,8.6,17.3
2013,47085,11.8,8.1,16.8
2013,47087,11.2,8.2,14.7
2013,47089,10.4,7.6,13.9
2013,47091,11.9,8.8,15.7
2013,47093,10.5,9.1,12
2013,47095,13.2,9.4,17.6
2013,47097,14.6,11.3,18.2
2013,47099,12.3,9.3,15.6
2013,47101,12.2,8.6,16.8
2013,47103,12,8.9,15.6
2013,47105,10.4,7.8,13.4
2013,47111,12.6,9.1,16.3
2013,47113,13,11.2,14.8
2013,47115,13.6,10.3,17.1
2013,47117,12.9,9.6,16.5
2013,47119,10.7,8.3,13.3
2013,47107,12,9.2,15
2013,47109,14.5,11.4,18.1
2013,47121,11.7,8.2,15.7
2013,47123,12.3,9.2,15.9
2013,47125,11,8.8,13.3
2013,47127,11.4,8,15.5
2013,47129,11,7.7,14.8
2013,47131,13.3,10.3,16.9
2013,47133,12.7,9.4,16.2
2013,47135,13.5,9.8,18.1
2013,47137,11.5,8,16.2
2013,47139,11.5,8.5,15.4
2013,47141,11.6,8.9,14.7
2013,47143,11.9,9.1,15.7
2013,47145,10.7,8.1,13.6
2013,47147,11.7,8.8,15.1
2013,47149,10.4,8.5,12.5
2013,47151,12,8.6,16.2
2013,47153,11.4,8.5,15.6
2013,47155,10.5,8.1,13.5
2013,47157,11.8,10.5,13.2
2013,47159,11.9,8.5,16
2013,47161,12.7,9.1,17.1
2013,47163,11.9,10.2,13.7
2013,47165,10.6,8.4,13.2
2013,47167,12.5,9.9,15.7
2013,47169,11.6,8.1,15.9
2013,47171,11.9,8.7,15.7
2013,47173,11.9,8.7,16.6
2013,47175,11.8,8.4,16.6
2013,47177,14.5,11.1,18.5
2013,47179,11.6,9.4,14.6
2013,47181,10.8,7.8,14.1
2013,47183,13.5,10.2,17.1
