year,county,county_fips,diabetes_percentage,pct_american_indian_or_alaska_native,pct_asian_or_pacific_islander,pct_black_or_african_american,pct_white,pct_hispanic_or_latino,pct_not_hispanic_or_latino,pct_20-44,pct_45-64,pct_65-74,pct_75+,adult_smoking_percent,adult_obesity_percent,physical_inactivity_percent,rural
2012,richmond,37153,10.7,2,0.85,22.03,48.61,3.46,70.04,31.08,27.12,8.85,6.44,28.7,31.6,30.5,TRUE
2013,richmond,37153,9.9,2.05,0.87,22.37,48.57,3.41,70.46,31.1,26.97,9.21,6.59,27.9,31.6,30.5,TRUE
2014,richmond,37153,10.3,2.11,0.81,22.75,48.5,3.47,70.71,31.07,26.8,9.67,6.65,26.1,30.5,32.7,TRUE
2010,robeson,37155,14.8,26.98,0.68,16.92,25.06,4.61,65.03,33.18,25.14,6.71,4.6,28,36.1,NA,TRUE
2011,robeson,37155,14.9,27.32,0.69,17.11,24.88,4.37,65.63,33.14,25.31,6.9,4.66,27.9,38.7,37.1,TRUE
2012,robeson,37155,15.3,27.72,0.67,17.27,24.67,4.24,66.1,33.06,25.22,7.32,4.74,26.8,41.1,38.7,TRUE
2013,robeson,37155,14.8,28.17,0.64,17.47,24.39,4.15,66.52,32.88,25.16,7.74,4.89,26,41.1,38.7,TRUE
2014,robeson,37155,15,28.53,0.61,17.55,24.2,4.11,66.79,32.59,25.13,8.13,5.05,25.6,40.7,37.2,TRUE
2010,rockingham,37157,10,0.34,0.42,14.27,60.56,3.11,72.48,29.41,29.88,9.07,7.23,34.4,31.1,NA,FALSE
2011,rockingham,37157,11.5,0.34,0.42,14.39,60.83,3.11,72.87,29.06,30.22,9.29,7.41,33.7,30.9,28.8,FALSE
2012,rockingham,37157,11.1,0.35,0.43,14.56,61.09,3.15,73.29,28.75,30.26,9.88,7.55,30.7,33.2,30.9,FALSE
2013,rockingham,37157,11.8,0.38,0.46,14.69,61.21,3.21,73.53,28.51,30.25,10.31,7.67,29.3,33.2,30.9,FALSE
2014,rockingham,37157,10.4,0.4,0.47,14.8,61.31,3.19,73.78,28.23,30.3,10.59,7.85,27.5,32.4,29.9,FALSE
2010,rowan,37159,11.3,0.39,0.79,11.52,60.95,4.23,69.41,31.64,27.52,7.86,6.61,29.7,29.7,NA,FALSE
2011,rowan,37159,11.4,0.39,0.81,11.59,61.3,4.24,69.86,31.47,27.92,8.06,6.65,28,30.3,28.6,FALSE
2012,rowan,37159,10.9,0.4,0.88,11.63,61.53,4.24,70.2,31.14,27.89,8.66,6.75,25.6,31.5,30.1,FALSE
2013,rowan,37159,11.2,0.42,0.89,11.84,61.48,4.3,70.34,31.04,27.78,9.08,6.73,24.6,31.5,30.1,FALSE
2014,rowan,37159,11.4,0.43,0.9,12.03,61.45,4.4,70.41,30.93,27.73,9.41,6.74,24.9,33.1,30.2,FALSE
2010,rutherford,37161,10.5,0.21,0.39,7.48,67.14,1.99,73.23,28.57,29.27,9.88,7.5,23.5,27.7,NA,TRUE
2011,rutherford,37161,10.8,0.22,0.39,7.53,67.53,2.07,73.61,28.54,29.5,10.07,7.57,24.7,29.5,30.8,TRUE
2012,rutherford,37161,10.8,0.22,0.42,7.58,67.94,2.16,74,28.45,29.21,10.75,7.75,24.8,30.6,31.2,TRUE
2013,rutherford,37161,11.5,0.25,0.43,7.62,68.15,2.21,74.24,28.19,29.2,11.28,7.79,26,30.6,31.2,TRUE
2014,rutherford,37161,11.1,0.25,0.46,7.62,68.34,2.29,74.38,27.85,29.08,11.71,8.03,26.5,30,28.8,TRUE
2010,sampson,37163,11.5,2.13,0.47,20.05,49.32,9.21,62.76,31.13,26.49,8.11,6.24,26.3,31.6,NA,TRUE
2011,sampson,37163,10.9,2.15,0.47,20.2,49.46,9.32,62.96,30.86,26.84,8.22,6.37,23,32.8,27.4,TRUE
2012,sampson,37163,12,2.22,0.52,20.12,49.62,9.51,62.96,30.65,26.76,8.53,6.53,18.5,35.9,29,TRUE
2013,sampson,37163,12.1,2.21,0.53,20.31,49.64,9.7,62.99,30.48,26.64,8.91,6.65,17.8,35.9,29,TRUE
2014,sampson,37163,13.1,2.23,0.57,20.37,49.66,9.88,62.94,30.24,26.62,9.21,6.77,16.9,36.7,27.5,TRUE
2010,scotland,37165,12,7.36,0.54,26.81,37.3,1.25,70.75,30.32,28.04,7.85,5.79,29.1,33.9,NA,TRUE
2011,scotland,37165,13.3,7.47,0.59,27.39,37.14,1.42,71.18,30.54,28.1,8.02,5.95,25.8,34.9,29,TRUE
2012,scotland,37165,11.3,7.68,0.64,27.71,37.06,1.51,71.59,30.91,27.57,8.51,6.1,26.1,36.1,28.8,TRUE
2013,scotland,37165,12.1,7.69,0.67,27.99,36.87,1.6,71.63,30.98,27.1,8.94,6.2,25.9,36.1,28.8,TRUE
2014,scotland,37165,11.3,7.95,0.63,28.45,36.78,1.72,72.09,31.16,26.75,9.56,6.34,24.8,36.4,28.9,TRUE
2010,stanly,37167,10.4,0.25,1.22,7.89,65.24,1.98,72.62,30.75,28.08,8.8,6.97,27.4,27.1,NA,TRUE
2011,stanly,37167,10.2,0.28,1.22,7.98,65.49,1.99,72.99,30.64,28.33,8.89,7.12,27.3,27.7,29.8,TRUE
2012,stanly,37167,10.1,0.29,1.31,8.05,65.67,1.99,73.34,30.57,28.24,9.38,7.14,27.7,26.4,31.8,TRUE
2013,stanly,37167,10.4,0.3,1.41,8.23,65.74,2.01,73.66,30.45,28.1,9.89,7.23,25.5,26.4,31.8,TRUE
2014,stanly,37167,10.1,0.31,1.49,8.3,65.71,2.1,73.7,30.17,27.99,10.32,7.33,25.3,26.6,30.7,TRUE
2010,stokes,37169,8.7,0.27,0.22,3.27,71.86,1.49,74.12,28.86,30.66,9.4,6.7,31.7,29,NA,FALSE
2011,stokes,37169,9.5,0.29,0.25,3.33,72.27,1.55,74.57,28.61,30.93,9.65,6.94,33.6,30.7,27.1,FALSE
2012,stokes,37169,10.7,0.29,0.27,3.32,72.74,1.56,75.06,28.13,30.87,10.38,7.24,36.2,27.8,26.2,FALSE
2013,stokes,37169,10.5,0.32,0.27,3.38,73.27,1.56,75.68,27.98,30.93,10.85,7.49,36.4,27.8,26.2,FALSE
2014,stokes,37169,9.3,0.33,0.29,3.45,73.72,1.61,76.17,27.77,31,11.23,7.77,36.1,25.6,25.9,FALSE
2010,surry,37171,10.8,0.33,0.43,3,70.54,5.12,69.18,29.47,28.14,9.18,7.51,30.1,27.5,NA,TRUE
2011,surry,37171,11.7,0.34,0.44,3.01,71,5.19,69.6,29.33,28.5,9.33,7.62,29.7,28.2,24,TRUE
2012,surry,37171,11.1,0.36,0.45,3.02,71.14,5.14,69.84,28.96,28.38,9.87,7.76,27.2,31.4,27.9,TRUE
2013,surry,37171,11.1,0.37,0.46,3.05,71.56,5.07,70.38,28.67,28.42,10.38,7.98,26.5,31.4,27.9,TRUE
2014,surry,37171,10.1,0.38,0.5,3.11,71.71,5.19,70.51,28.42,28.43,10.68,8.18,27.5,30.7,26.5,TRUE
2010,swain,37173,13,18.52,0.37,0.67,54.41,1.89,72.08,28.87,28.33,9.89,6.89,40.3,28.1,NA,TRUE
2011,swain,37173,14.1,18.8,0.36,0.79,54.39,2.08,72.26,29.17,28.1,10.02,7.05,38.2,31.6,29.6,TRUE
2012,swain,37173,13.9,19.06,0.39,0.9,54.24,2.26,72.33,29.55,27.55,10.33,7.17,32.1,32,29.6,TRUE
2013,swain,37173,12.8,19.52,0.47,0.92,54.07,2.37,72.61,29.87,27.16,10.79,7.16,28.2,32,29.6,TRUE
2014,swain,37173,10.9,19.71,0.51,1.15,53.56,2.34,72.6,30.05,26.52,11.11,7.26,29.9,33.9,30.2,TRUE
2010,transylvania,37175,7.2,0.26,0.35,2.87,76.15,1.87,77.76,24.65,29.05,14.09,11.84,26.6,24.2,NA,TRUE
2011,transylvania,37175,7.5,0.26,0.37,2.9,76.43,1.73,78.23,24.58,28.9,14.47,12.01,24.4,23.7,22.9,TRUE
2012,transylvania,37175,7.9,0.26,0.39,2.9,76.87,1.82,78.61,24.49,28.23,15.29,12.4,19.4,23.8,24.6,TRUE
2013,transylvania,37175,8.2,0.27,0.43,2.93,77.12,1.78,78.96,24.5,28.1,15.57,12.57,17.4,23.8,24.6,TRUE
2014,transylvania,37175,7.8,0.28,0.48,2.98,77.43,1.79,79.38,24.71,27.87,15.64,12.95,22.7,23.7,22.6,TRUE
2010,tyrrell,37177,11.6,0.39,1.47,31.66,45.87,2.88,76.51,33.88,28.56,9.35,7.59,NA,31,NA,TRUE
2011,tyrrell,37177,11.9,0.35,1.61,31.61,46.02,2.97,76.62,34.17,28.45,9.18,7.79,NA,31.5,27.3,TRUE
2012,tyrrell,37177,11.7,0.39,1.72,30.11,47.31,3.44,76.08,32.56,28.63,9.87,8.47,NA,31.9,28.4,TRUE
2013,tyrrell,37177,11.7,0.44,1.71,30.6,47.22,3.61,76.36,32.68,28.02,10.38,8.89,NA,31.9,28.4,TRUE
2014,tyrrell,37177,11.3,0.51,1.8,30.68,47.26,3.79,76.46,32.77,27.74,10.58,9.15,NA,31.3,29.9,TRUE
2010,union,37179,8.5,0.42,1.26,7.88,57.71,5.86,61.41,32.15,25.38,6.13,3.61,20.4,26.8,NA,FALSE
2011,union,37179,8.3,0.43,1.32,7.94,57.81,5.91,61.59,31.45,26.03,6.31,3.7,18,27.5,22.5,FALSE
2012,union,37179,8.8,0.44,1.41,8.07,57.91,5.9,61.93,30.93,26.35,6.7,3.85,17.8,28.3,22.3,FALSE
2013,union,37179,9,0.44,1.51,8.16,58.09,5.9,62.3,30.58,26.63,7,3.98,17.8,28.3,22.3,FALSE
2014,union,37179,10.1,0.43,1.66,8.22,58.27,5.95,62.63,30.33,26.9,7.25,4.11,16.4,27.4,21.2,FALSE
2010,vance,37181,12.8,0.42,0.36,34.63,36.33,3.58,68.17,30.23,27.26,8,6.25,30,33.8,NA,TRUE
2011,vance,37181,12.5,0.43,0.36,35.17,36.22,3.52,68.66,30.13,27.41,8.25,6.4,28.8,33.7,31.8,TRUE
2012,vance,37181,11.7,0.44,0.42,35.51,36.17,3.57,68.98,29.95,27.3,8.8,6.49,27.5,32.7,32.8,TRUE
2013,vance,37181,12.2,0.46,0.43,36.09,36.45,3.57,69.86,29.79,27.65,9.34,6.64,27.1,32.7,32.8,TRUE
2014,vance,37181,11.2,0.48,0.47,36.54,36.13,3.69,69.93,29.68,27.45,9.73,6.76,27.5,33,31.6,TRUE
2010,wake,37183,7.4,0.57,4.08,14.66,51.89,5.81,65.4,38.18,24.46,4.98,3.59,16,27,NA,FALSE
2011,wake,37183,7.7,0.56,4.2,14.82,51.77,5.77,65.58,37.69,24.82,5.18,3.65,15.2,26.7,18.7,FALSE
2012,wake,37183,8.9,0.55,4.37,15.02,51.68,5.76,65.87,37.33,24.95,5.62,3.72,15.3,26,18.1,FALSE
2013,wake,37183,8.5,0.55,4.59,15.16,51.65,5.75,66.19,37.04,25.13,5.97,3.8,14.2,26,18.1,FALSE
2014,wake,37183,8.5,0.54,4.77,15.23,51.7,5.75,66.49,36.81,25.28,6.27,3.88,12.9,24.8,18.6,FALSE
2010,warren,37185,13,3.98,0.24,39.6,33.62,1.91,75.53,27.39,31.02,10.67,8.35,24.2,36.4,NA,TRUE
2011,warren,37185,12.4,4.07,0.23,39.82,33.59,1.93,75.78,27.38,30.76,10.98,8.6,NA,36.1,31.1,TRUE
2012,warren,37185,12.2,4.12,0.26,40.18,34.02,2.07,76.5,27.44,30.43,11.82,8.88,NA,36.5,31,TRUE
2013,warren,37185,11.4,4.16,0.27,40.01,34.08,2.21,76.32,27,30.15,12.2,9.18,NA,36.5,31,TRUE
2014,warren,37185,11.8,4.16,0.31,40.41,34.32,2.21,76.98,27.09,30.16,12.59,9.35,22.5,34.8,31.2,TRUE
2010,washington,37187,11.5,0.3,0.21,35.12,39.03,1.97,72.7,25.96,30.41,9.99,8.32,19.2,32.3,NA,TRUE
2011,washington,37187,11.7,0.29,0.22,35.8,39.15,2.08,73.38,25.8,30.75,10.26,8.66,21.3,33.4,30.2,TRUE
2012,washington,37187,11.7,0.33,0.2,35.92,39.64,2.13,73.95,25.34,30.75,11.04,8.95,18.5,34.6,29.5,TRUE
2013,washington,37187,11.6,0.35,0.24,36.03,39.54,2.4,73.76,25.44,30.37,11.36,8.99,17.5,34.6,29.5,TRUE
2014,washington,37187,11.4,0.37,0.26,36.33,39.86,2.51,74.32,25.43,30.12,12.06,9.21,NA,33,30.4,TRUE
2010,watauga,37189,9.6,0.26,0.79,1.39,74.5,2.13,74.81,41.98,22.49,7.16,5.31,26.6,23.1,NA,TRUE
2011,watauga,37189,10.1,0.27,0.78,1.31,74.89,2.09,75.16,42.25,22.3,7.33,5.38,23,25,18.8,TRUE
2012,watauga,37189,8.4,0.29,0.83,1.33,74.78,2.08,75.14,41.93,22.08,7.75,5.47,21,24.9,20.6,TRUE
2013,watauga,37189,8.7,0.29,0.87,1.37,74.86,2.02,75.38,41.53,22.15,8.23,5.49,19.6,24.9,20.6,TRUE
2014,watauga,37189,9.2,0.31,0.86,1.41,75.3,2,75.88,41.15,22.36,8.6,5.77,16.4,27.5,21.9,TRUE
2010,wayne,37191,11.4,0.5,1.14,22.69,48.15,5.63,66.85,33.04,26.28,7.44,5.72,28,30.8,NA,FALSE
2011,wayne,37191,11.2,0.51,1.13,22.93,48.21,5.68,67.1,33.18,26.32,7.47,5.81,23.4,31.9,31.7,FALSE
2012,wayne,37191,11.8,0.52,1.17,23.11,48.24,5.85,67.19,33.24,26.1,7.76,5.94,23.6,33,32,FALSE
2013,wayne,37191,12,0.54,1.16,23.36,48.26,5.91,67.41,33.09,26.08,8.02,6.14,24,33,32,FALSE
2014,wayne,37191,12.8,0.54,1.19,23.58,48.18,5.96,67.53,32.96,25.94,8.28,6.32,23.6,34.1,31,FALSE
2010,wilkes,37193,11,0.23,0.36,3.31,71.61,2.96,72.54,28.86,29.55,9.87,7.22,27.5,27.9,NA,TRUE
2011,wilkes,37193,10.4,0.23,0.34,3.36,71.97,2.95,72.95,28.6,29.71,10.09,7.5,27.7,28.6,29.6,TRUE
2012,wilkes,37193,9.2,0.25,0.35,3.43,72.1,3,73.13,28.31,29.44,10.62,7.76,27.5,29.8,31.8,TRUE
2013,wilkes,37193,8.7,0.26,0.37,3.48,72.33,2.96,73.48,28.13,29.34,10.94,8.02,28.1,29.8,31.8,TRUE
2014,wilkes,37193,10.2,0.27,0.39,3.5,72.5,3.03,73.63,28.01,29.17,11.25,8.23,28,29.3,31.9,TRUE
2010,wilson,37195,12.3,0.33,0.69,27.71,43.9,5.41,67.22,30.89,27.49,8.03,6.23,21.4,31.4,NA,TRUE
2011,wilson,37195,11.6,0.36,0.71,28.19,43.71,5.26,67.7,30.63,27.79,8.16,6.38,19.2,31.9,32.3,TRUE
2012,wilson,37195,12,0.36,0.76,28.62,43.63,5.25,68.12,30.5,27.67,8.64,6.56,16.1,32.2,31.6,TRUE
2013,wilson,37195,10.8,0.35,0.81,28.95,43.57,5.26,68.42,30.35,27.61,9.08,6.65,11.8,32.2,31.6,TRUE
2014,wilson,37195,11.3,0.39,0.83,29.28,43.46,5.26,68.7,30.33,27.53,9.41,6.69,12.1,34.9,30.5,TRUE
2010,yadkin,37197,8.5,0.34,0.24,2.31,71.46,5.15,69.2,29.57,28.49,9.3,6.99,26.3,30.5,NA,FALSE
2011,yadkin,37197,8.3,0.38,0.26,2.34,71.8,5.24,69.55,29.22,28.91,9.52,7.15,26.9,29.9,26.9,FALSE
2012,yadkin,37197,8.8,0.38,0.27,2.43,72.16,5.36,69.88,28.93,28.98,9.93,7.39,25.4,30,28.8,FALSE
2013,yadkin,37197,8.7,0.4,0.28,2.48,72.47,5.44,70.19,28.52,29.18,10.34,7.6,25.1,30,28.8,FALSE
2014,yadkin,37197,8.8,0.41,0.3,2.5,72.7,5.58,70.33,28.19,29.25,10.68,7.79,25.5,29.7,28.1,FALSE
2010,yancey,37199,8.7,0.36,0.26,0.79,76.63,2.49,75.55,27.13,30.17,11.61,9.14,17.2,23.8,NA,TRUE
2011,yancey,37199,9.2,0.37,0.27,0.8,76.85,2.47,75.82,26.98,30.14,11.85,9.32,19.1,24.5,25.2,TRUE
2012,yancey,37199,9.3,0.4,0.32,0.85,76.91,2.44,76.04,26.98,29.55,12.4,9.55,20.9,27.4,28.3,TRUE
2013,yancey,37199,8.6,0.42,0.36,0.85,77.04,2.46,76.22,26.67,29.18,13.02,9.81,24.1,27.4,28.3,TRUE
2014,yancey,37199,8.4,0.44,0.36,0.89,77.37,2.52,76.55,26.52,29.16,13.42,9.97,21.4,28.7,30.6,TRUE
