fips,state,county,year,adult_smoking_percent,adult_obesity_percent,physical_inactivity_percent
37001,North Carolina,Alamance,2010,25.58,28.8,NA
37003,North Carolina,Alexander,2010,24.4,28.2,NA
37005,North Carolina,Alleghany,2010,27.26,25.9,NA
37007,North Carolina,Anson,2010,25.12,33.1,NA
37009,North Carolina,Ashe,2010,23.79,28.4,NA
37011,North Carolina,Avery,2010,24.9,26.5,NA
37013,North Carolina,Beaufort,2010,24.12,34.1,NA
37015,North Carolina,Bertie,2010,20.29,37,NA
37017,North Carolina,Bladen,2010,22.26,30.9,NA
37019,North Carolina,Brunswick,2010,23.6,27.5,NA
37021,North Carolina,Buncombe,2010,23.63,21.2,NA
37023,North Carolina,Burke,2010,31.32,27.5,NA
37025,North Carolina,Cabarrus,2010,20.64,28.5,NA
37027,North Carolina,Caldwell,2010,25.18,29.9,NA
37029,North Carolina,Camden,2010,NA,31.8,NA
37031,North Carolina,Carteret,2010,26.18,27.3,NA
37033,North Carolina,Caswell,2010,35.07,30.1,NA
37035,North Carolina,Catawba,2010,20.1,26.4,NA
37037,North Carolina,Chatham,2010,23.38,24.6,NA
37039,North Carolina,Cherokee,2010,28.38,24.7,NA
37041,North Carolina,Chowan,2010,26.08,30.2,NA
37043,North Carolina,Clay,2010,24.25,24.6,NA
37045,North Carolina,Cleveland,2010,25.21,29.7,NA
37047,North Carolina,Columbus,2010,27.26,31.7,NA
37049,North Carolina,Craven,2010,21.45,30.3,NA
37051,North Carolina,Cumberland,2010,26.39,31.1,NA
37053,North Carolina,Currituck,2010,36.74,27.2,NA
37055,North Carolina,Dare,2010,29.45,24.3,NA
37057,North Carolina,Davidson,2010,26.36,30.1,NA
37059,North Carolina,Davie,2010,28.66,27.9,NA
37061,North Carolina,Duplin,2010,21.44,31.1,NA
37063,North Carolina,Durham,2010,18.95,27.6,NA
37065,North Carolina,Edgecombe,2010,29.58,37.8,NA
37067,North Carolina,Forsyth,2010,22.08,24.7,NA
37069,North Carolina,Franklin,2010,24.17,29.8,NA
37071,North Carolina,Gaston,2010,27.91,28.6,NA
37073,North Carolina,Gates,2010,14.29,33.4,NA
37075,North Carolina,Graham,2010,NA,28.8,NA
37077,North Carolina,Granville,2010,27.24,36.1,NA
37079,North Carolina,Greene,2010,12.04,33.9,NA
37081,North Carolina,Guilford,2010,20.27,27.8,NA
37083,North Carolina,Halifax,2010,19.69,34.1,NA
37085,North Carolina,Harnett,2010,26.83,29.5,NA
37087,North Carolina,Haywood,2010,26.72,28.3,NA
37089,North Carolina,Henderson,2010,20.33,25.8,NA
37091,North Carolina,Hertford,2010,21.82,34.3,NA
37093,North Carolina,Hoke,2010,33.63,32.7,NA
37095,North Carolina,Hyde,2010,NA,31.2,NA
37097,North Carolina,Iredell,2010,26.39,26.8,NA
37099,North Carolina,Jackson,2010,27.83,28,NA
37101,North Carolina,Johnston,2010,25.24,31.9,NA
37103,North Carolina,Jones,2010,NA,31.8,NA
37105,North Carolina,Lee,2010,24.66,28.7,NA
37107,North Carolina,Lenoir,2010,24.76,32.5,NA
37109,North Carolina,Lincoln,2010,24.12,28.4,NA
37111,North Carolina,McDowell,2010,26.28,32.2,NA
37113,North Carolina,Macon,2010,19.2,27.7,NA
37115,North Carolina,Madison,2010,32.21,26.5,NA
37117,North Carolina,Martin,2010,22.33,34.2,NA
37119,North Carolina,Mecklenburg,2010,17.39,24.2,NA
37121,North Carolina,Mitchell,2010,26.02,26.2,NA
37123,North Carolina,Montgomery,2010,26.59,30.8,NA
37125,North Carolina,Moore,2010,20.47,24.1,NA
37127,North Carolina,Nash,2010,23.15,32.3,NA
37129,North Carolina,New Hanover,2010,20,23.8,NA
37131,North Carolina,Northampton,2010,25.52,37.5,NA
37133,North Carolina,Onslow,2010,26.25,29.8,NA
37135,North Carolina,Orange,2010,13.1,22.3,NA
37137,North Carolina,Pamlico,2010,30.58,28.7,NA
37139,North Carolina,Pasquotank,2010,28.1,32.3,NA
37141,North Carolina,Pender,2010,25.71,28.7,NA
37143,North Carolina,Perquimans,2010,NA,31.4,NA
37145,North Carolina,Person,2010,30.75,32,NA
37147,North Carolina,Pitt,2010,20.15,32.2,NA
37149,North Carolina,Polk,2010,20.6,23.7,NA
37151,North Carolina,Randolph,2010,25.98,28.9,NA
37153,North Carolina,Richmond,2010,26.79,30.4,NA
37155,North Carolina,Robeson,2010,27.98,36.1,NA
37157,North Carolina,Rockingham,2010,34.41,31.1,NA
37159,North Carolina,Rowan,2010,29.72,29.7,NA
37161,North Carolina,Rutherford,2010,23.5,27.7,NA
37163,North Carolina,Sampson,2010,26.27,31.6,NA
37165,North Carolina,Scotland,2010,29.1,33.9,NA
37167,North Carolina,Stanly,2010,27.35,27.1,NA
37169,North Carolina,Stokes,2010,31.69,29,NA
37171,North Carolina,Surry,2010,30.06,27.5,NA
37173,North Carolina,Swain,2010,40.28,28.1,NA
37175,North Carolina,Transylvania,2010,26.55,24.2,NA
37177,North Carolina,Tyrrell,2010,NA,31,NA
37179,North Carolina,Union,2010,20.41,26.8,NA
37181,North Carolina,Vance,2010,30.05,33.8,NA
37183,North Carolina,Wake,2010,15.95,27,NA
37185,North Carolina,Warren,2010,24.17,36.4,NA
37187,North Carolina,Washington,2010,19.23,32.3,NA
37189,North Carolina,Watauga,2010,26.59,23.1,NA
37191,North Carolina,Wayne,2010,27.96,30.8,NA
37193,North Carolina,Wilkes,2010,27.49,27.9,NA
37195,North Carolina,Wilson,2010,21.39,31.4,NA
37197,North Carolina,Yadkin,2010,26.26,30.5,NA
37199,North Carolina,Yancey,2010,17.16,23.8,NA
37001,North Carolina,Alamance,2011,23,31.4,NA
37003,North Carolina,Alexander,2011,21.5,28.6,NA
37005,North Carolina,Alleghany,2011,28.5,26.7,NA
37007,North Carolina,Anson,2011,20.4,33,NA
37009,North Carolina,Ashe,2011,23.2,24.4,NA
37011,North Carolina,Avery,2011,24.1,28.4,NA
37013,North Carolina,Beaufort,2011,22.8,33.7,NA
37015,North Carolina,Bertie,2011,16.7,35.9,NA
37017,North Carolina,Bladen,2011,23.2,33.4,NA
37019,North Carolina,Brunswick,2011,23.8,28.4,NA
37021,North Carolina,Buncombe,2011,22.7,22.2,NA
37023,North Carolina,Burke,2011,29.1,26.8,NA
37025,North Carolina,Cabarrus,2011,21.6,29.8,NA
37027,North Carolina,Caldwell,2011,25.8,30.8,NA
37029,North Carolina,Camden,2011,19.3,31.6,NA
37031,North Carolina,Carteret,2011,26.3,28.7,NA
37033,North Carolina,Caswell,2011,34.8,30.2,NA
37035,North Carolina,Catawba,2011,21.2,27.2,NA
37037,North Carolina,Chatham,2011,22.1,25.9,NA
37039,North Carolina,Cherokee,2011,24.8,25.2,NA
37041,North Carolina,Chowan,2011,28,30,NA
37043,North Carolina,Clay,2011,23.6,25.4,NA
37045,North Carolina,Cleveland,2011,23.6,31.9,NA
37047,North Carolina,Columbus,2011,27.3,33,NA
37049,North Carolina,Craven,2011,19.6,29.9,NA
37051,North Carolina,Cumberland,2011,26,32.5,NA
37053,North Carolina,Currituck,2011,34.1,29.1,NA
37055,North Carolina,Dare,2011,33.6,25.1,NA
37057,North Carolina,Davidson,2011,24.7,29.9,NA
37059,North Carolina,Davie,2011,28,27.8,NA
37061,North Carolina,Duplin,2011,18.5,31.8,NA
37063,North Carolina,Durham,2011,15.9,29.2,NA
37065,North Carolina,Edgecombe,2011,28.1,37.2,NA
37067,North Carolina,Forsyth,2011,21.5,25,NA
37069,North Carolina,Franklin,2011,25.7,31.4,NA
37071,North Carolina,Gaston,2011,27.5,27.2,NA
37073,North Carolina,Gates,2011,15.1,33.5,NA
37075,North Carolina,Graham,2011,NA,28.8,NA
37077,North Carolina,Granville,2011,26.9,33.3,NA
37079,North Carolina,Greene,2011,10.9,32.2,NA
37081,North Carolina,Guilford,2011,19.5,27.9,NA
37083,North Carolina,Halifax,2011,21.5,36.9,NA
37085,North Carolina,Harnett,2011,27.4,31.7,NA
37087,North Carolina,Haywood,2011,25.9,28.7,NA
37089,North Carolina,Henderson,2011,20,25.1,NA
37091,North Carolina,Hertford,2011,23.5,34,NA
37093,North Carolina,Hoke,2011,25.1,31.7,NA
37095,North Carolina,Hyde,2011,NA,30.8,NA
37097,North Carolina,Iredell,2011,23.2,26.5,NA
37099,North Carolina,Jackson,2011,26.1,29.7,NA
37101,North Carolina,Johnston,2011,25.4,33.1,NA
37103,North Carolina,Jones,2011,NA,31.9,NA
37105,North Carolina,Lee,2011,21.9,28.8,NA
37107,North Carolina,Lenoir,2011,24.1,32.6,NA
37109,North Carolina,Lincoln,2011,21.5,26.8,NA
37111,North Carolina,McDowell,2011,23.3,33.5,NA
37113,North Carolina,Macon,2011,20.1,27.1,NA
37115,North Carolina,Madison,2011,30.3,26.3,NA
37117,North Carolina,Martin,2011,16.3,32.8,NA
37119,North Carolina,Mecklenburg,2011,17,25.6,NA
37121,North Carolina,Mitchell,2011,23,26.1,NA
37123,North Carolina,Montgomery,2011,25.4,30.7,NA
37125,North Carolina,Moore,2011,20.1,25.9,NA
37127,North Carolina,Nash,2011,23,32.1,NA
37129,North Carolina,New Hanover,2011,21.5,25.4,NA
37131,North Carolina,Northampton,2011,21.6,35.6,NA
37133,North Carolina,Onslow,2011,25.3,30.6,NA
37135,North Carolina,Orange,2011,12.9,22.4,NA
37137,North Carolina,Pamlico,2011,29.5,28.6,NA
37139,North Carolina,Pasquotank,2011,30,31.7,NA
37141,North Carolina,Pender,2011,27.3,32.3,NA
37143,North Carolina,Perquimans,2011,25.2,32.1,NA
37145,North Carolina,Person,2011,29.8,30.1,NA
37147,North Carolina,Pitt,2011,19.6,32.9,NA
37149,North Carolina,Polk,2011,20.4,23.2,NA
37151,North Carolina,Randolph,2011,25.6,28.8,NA
37153,North Carolina,Richmond,2011,24.1,30.7,NA
37155,North Carolina,Robeson,2011,27.9,38.7,NA
37157,North Carolina,Rockingham,2011,33.7,30.9,NA
37159,North Carolina,Rowan,2011,28,30.3,NA
37161,North Carolina,Rutherford,2011,24.7,29.5,NA
37163,North Carolina,Sampson,2011,23,32.8,NA
37165,North Carolina,Scotland,2011,25.8,34.9,NA
37167,North Carolina,Stanly,2011,27.3,27.7,NA
37169,North Carolina,Stokes,2011,33.6,30.7,NA
37171,North Carolina,Surry,2011,29.7,28.2,NA
37173,North Carolina,Swain,2011,38.2,31.6,NA
37175,North Carolina,Transylvania,2011,24.4,23.7,NA
37177,North Carolina,Tyrrell,2011,NA,31.5,NA
37179,North Carolina,Union,2011,18,27.5,NA
37181,North Carolina,Vance,2011,28.8,33.7,NA
37183,North Carolina,Wake,2011,15.2,26.7,NA
37185,North Carolina,Warren,2011,NA,36.1,NA
37187,North Carolina,Washington,2011,21.3,33.4,NA
37189,North Carolina,Watauga,2011,23,25,NA
37191,North Carolina,Wayne,2011,23.4,31.9,NA
37193,North Carolina,Wilkes,2011,27.7,28.6,NA
37195,North Carolina,Wilson,2011,19.2,31.9,NA
37197,North Carolina,Yadkin,2011,26.9,29.9,NA
37199,North Carolina,Yancey,2011,19.1,24.5,NA
37001,North Carolina,Alamance,2012,23.6,33.5,28.3
37003,North Carolina,Alexander,2012,25.8,28.4,24.8
37005,North Carolina,Alleghany,2012,27.2,25,29.9
37007,North Carolina,Anson,2012,17.2,35.5,30.1
37009,North Carolina,Ashe,2012,24.8,23,26.3
37011,North Carolina,Avery,2012,24.1,29.7,21.3
37013,North Carolina,Beaufort,2012,21.4,35.7,30
37015,North Carolina,Bertie,2012,14.5,37.5,30.8
37017,North Carolina,Bladen,2012,22.3,37.2,31.1
