county_fips,pct_rural,rural
39025,27.18,Mostly Urban
39027,52.25,Mostly Rural
39029,41.49,Mostly Urban
39031,56.58,Mostly Rural
39033,31.34,Mostly Urban
39035,0.67,Mostly Urban
39037,61.96,Mostly Rural
39039,44.24,Mostly Urban
39041,31.5,Mostly Urban
39043,25.23,Mostly Urban
39045,36.08,Mostly Urban
39047,45.84,Mostly Urban
39049,1.68,Mostly Urban
39051,55.23,Mostly Rural
39053,74.94,Mostly Rural
39055,60.77,Mostly Rural
39057,15.46,Mostly Urban
39059,58.53,Mostly Rural
39061,2.04,Mostly Urban
39063,28.91,Mostly Urban
39065,53.47,Mostly Rural
39067,82.89,Mostly Rural
39069,65.8,Mostly Rural
39071,70.29,Mostly Rural
39073,70.03,Mostly Rural
39075,89.35,Mostly Rural
39077,44.29,Mostly Urban
39079,59.08,Mostly Rural
39081,38.15,Mostly Urban
39083,54.97,Mostly Rural
39085,7.29,Mostly Urban
39087,44.53,Mostly Urban
39089,36.09,Mostly Urban
39091,46.45,Mostly Urban
39093,15.11,Mostly Urban
39095,4.75,Mostly Urban
39097,50.36,Mostly Rural
39099,13.08,Mostly Urban
39101,30.7,Mostly Urban
39103,32.08,Mostly Urban
39105,77.37,Mostly Rural
39107,57.23,Mostly Rural
39109,30.29,Mostly Urban
39111,97.86,Mostly Rural
39113,4.12,Mostly Urban
39115,82.11,Mostly Rural
39117,87.69,Mostly Rural
39119,44.5,Mostly Urban
39121,75.88,Mostly Rural
39123,57.02,Mostly Rural
39125,82.09,Mostly Rural
39127,72.8,Mostly Rural
39129,48.7,Mostly Urban
39131,76.79,Mostly Rural
39133,39.87,Mostly Urban
39135,80.64,Mostly Rural
39137,83.24,Mostly Rural
39139,27.02,Mostly Urban
39141,58.75,Mostly Rural
39143,39.55,Mostly Urban
39145,48.31,Mostly Urban
39147,42.78,Mostly Urban
39149,53.86,Mostly Rural
39151,12.45,Mostly Urban
39153,3.81,Mostly Urban
39155,24.22,Mostly Urban
39157,39.22,Mostly Urban
39159,60.73,Mostly Rural
39161,48.53,Mostly Urban
39163,93.45,Mostly Rural
39165,22.72,Mostly Urban
39167,62.22,Mostly Rural
39169,47.05,Mostly Urban
39171,63.49,Mostly Rural
39173,32.09,Mostly Urban
39175,53.49,Mostly Rural
40001,83.35,Mostly Rural
40003,100,Rural
40005,78.05,Mostly Rural
40007,100,Rural
40009,32.37,Mostly Urban
40011,71.26,Mostly Rural
40013,64.49,Mostly Rural
40015,81.19,Mostly Rural
40017,23.98,Mostly Urban
40019,53.36,Mostly Rural
40021,63.93,Mostly Rural
40023,63.19,Mostly Rural
40025,100,Rural
40027,18.31,Mostly Urban
40029,100,Rural
40031,21.05,Mostly Urban
40033,59.25,Mostly Rural
40035,59.44,Mostly Rural
40037,51.48,Mostly Rural
40039,31.15,Mostly Urban
40041,85.22,Mostly Rural
40043,100,Rural
40045,100,Rural
40047,19.89,Mostly Urban
40049,66.67,Mostly Rural
40051,62.76,Mostly Rural
40053,100,Rural
40055,45.8,Mostly Urban
40057,100,Rural
40059,100,Rural
40061,78.38,Mostly Rural
40063,63.06,Mostly Rural
40065,26.53,Mostly Urban
40067,100,Rural
40069,73.73,Mostly Rural
40071,24.96,Mostly Urban
40073,69.28,Mostly Rural
40075,65.16,Mostly Rural
40077,73.94,Mostly Rural
40079,69.08,Mostly Rural
40081,91.8,Mostly Rural
40083,66.83,Mostly Rural
40085,100,Rural
40087,80.68,Mostly Rural
40089,70.98,Mostly Rural
40091,90.09,Mostly Rural
40093,100,Rural
40095,80.6,Mostly Rural
40097,78.74,Mostly Rural
40099,66.8,Mostly Rural
40101,35.63,Mostly Urban
40103,51.81,Mostly Rural
40105,55.35,Mostly Rural
40107,71.29,Mostly Rural
40109,5.73,Mostly Urban
40111,46.43,Mostly Urban
40113,62.34,Mostly Rural
40115,50.13,Mostly Rural
40117,80.99,Mostly Rural
40119,31.78,Mostly Urban
40121,55.82,Mostly Rural
40123,49.79,Mostly Urban
40125,48.87,Mostly Urban
40127,100,Rural
40129,100,Rural
40131,56.43,Mostly Rural
40133,62.31,Mostly Rural
40135,68.01,Mostly Rural
40137,41.6,Mostly Urban
40139,50.91,Mostly Rural
40141,51.45,Mostly Rural
40143,4.23,Mostly Urban
40145,47.99,Mostly Urban
40147,19.96,Mostly Urban
40149,73.22,Mostly Rural
40151,39.76,Mostly Urban
40153,37.12,Mostly Urban
41001,48.32,Mostly Urban
41003,18.34,Mostly Urban
41005,20.38,Mostly Urban
41007,40.87,Mostly Urban
41009,47.38,Mostly Urban
41011,38.6,Mostly Urban
41013,49.3,Mostly Urban
41015,53.26,Mostly Rural
41017,43.78,Mostly Urban
41019,41.61,Mostly Urban
41021,100,Rural
41023,100,Rural
41025,43.67,Mostly Urban
41027,52.92,Mostly Rural
41029,21.76,Mostly Urban
41031,67.12,Mostly Rural
41033,48.8,Mostly Urban
41035,37.85,Mostly Urban
41037,61.52,Mostly Rural
41039,18.85,Mostly Urban
41041,36.21,Mostly Urban
41043,34.83,Mostly Urban
41045,44.84,Mostly Urban
41047,15.09,Mostly Urban
41049,54.23,Mostly Rural
41051,1.6,Mostly Urban
41053,22.93,Mostly Urban
41055,100,Rural
41057,84.16,Mostly Rural
41059,30.9,Mostly Urban
41061,41.43,Mostly Urban
41063,100,Rural
41065,37.18,Mostly Urban
41067,6.33,Mostly Urban
41069,100,Rural
41071,30.52,Mostly Urban
42001,60.64,Mostly Rural
42003,2.38,Mostly Urban
42005,61.73,Mostly Rural
42007,24.19,Mostly Urban
42009,83.66,Mostly Rural
42011,25.92,Mostly Urban
42013,24.7,Mostly Urban
42015,71.94,Mostly Rural
42017,10.26,Mostly Urban
42019,45.85,Mostly Urban
42021,29.71,Mostly Urban
42023,65.4,Mostly Rural
42025,54.61,Mostly Rural
42027,39.15,Mostly Urban
42029,18.04,Mostly Urban
42031,82.29,Mostly Rural
42033,55.61,Mostly Rural
42035,56.91,Mostly Rural
42037,46.41,Mostly Urban
42039,65.54,Mostly Rural
42041,23.35,Mostly Urban
42043,13.17,Mostly Urban
42045,1.05,Mostly Urban
42047,54.72,Mostly Rural
42049,18.26,Mostly Urban
42051,44.75,Mostly Urban
42053,100,Rural
42055,44.59,Mostly Urban
42057,100,Rural
42059,70.37,Mostly Rural
42061,77.17,Mostly Rural
42063,61.83,Mostly Rural
42065,67.64,Mostly Rural
42067,84.57,Mostly Rural
42069,17.35,Mostly Urban
42071,21.26,Mostly Urban
42073,38.9,Mostly Urban
42075,28.93,Mostly Urban
42077,8.85,Mostly Urban
42079,18.85,Mostly Urban
42081,36.69,Mostly Urban
42083,64.41,Mostly Rural
42085,47.32,Mostly Urban
42087,53.62,Mostly Rural
42089,55.09,Mostly Rural
42091,3.18,Mostly Urban
42093,50.5,Mostly Rural
42095,15.23,Mostly Urban
42097,33.4,Mostly Urban
42099,85.59,Mostly Rural
42101,0,Mostly Urban
42103,91.38,Mostly Rural
42105,100,Rural
42107,34.98,Mostly Urban
42109,72.48,Mostly Rural
42111,75.35,Mostly Rural
42113,100,Rural
42115,83.68,Mostly Rural
42117,87.29,Mostly Rural
42119,51.84,Mostly Rural
42121,55.58,Mostly Rural
42123,60.66,Mostly Rural
42125,34.47,Mostly Urban
42127,89.8,Mostly Rural
42129,25.45,Mostly Urban
42131,86.19,Mostly Rural
42133,27.21,Mostly Urban
44001,0.51,Mostly Urban
44003,5.6,Mostly Urban
44005,12.4,Mostly Urban
44007,5.32,Mostly Urban
44009,31.01,Mostly Urban
45001,76.3,Mostly Rural
45003,37.72,Mostly Urban
45005,46.02,Mostly Urban
45007,41.09,Mostly Urban
45009,56.38,Mostly Rural
45011,84.21,Mostly Rural
45013,28.26,Mostly Urban
45015,36.14,Mostly Urban
45017,100,Rural
45019,14.73,Mostly Urban
45021,59.51,Mostly Rural
45023,67.42,Mostly Rural
45025,73.1,Mostly Rural
45027,86.59,Mostly Rural
45029,75.79,Mostly Rural
45031,53.66,Mostly Rural
45033,64.76,Mostly Rural
45035,27.79,Mostly Urban
45037,84.25,Mostly Rural
45039,74.93,Mostly Rural
45041,41.06,Mostly Urban
45043,37.75,Mostly Urban
45045,16.57,Mostly Urban
45047,42.65,Mostly Urban
45049,69.13,Mostly Rural
45051,29.39,Mostly Urban
45053,87.3,Mostly Rural
45055,62.27,Mostly Rural
45057,59.58,Mostly Rural
45059,67.09,Mostly Rural
45061,78.06,Mostly Rural
45063,33.69,Mostly Urban
45065,100,Rural
45067,57.62,Mostly Rural
45069,47.52,Mostly Urban
45071,70.35,Mostly Rural
45073,72.61,Mostly Rural
45075,67.18,Mostly Rural
45077,43.08,Mostly Urban
45079,12.03,Mostly Urban
45081,84.65,Mostly Rural
45083,34.08,Mostly Urban
45085,38.02,Mostly Urban
45087,61.19,Mostly Rural
45089,83.55,Mostly Rural
45091,35.03,Mostly Urban
46003,100,Rural
46005,28.14,Mostly Urban
46007,100,Rural
46009,100,Rural
46011,36.12,Mostly Urban
46013,28.55,Mostly Urban
46015,100,Rural
46017,100,Rural
46019,48.78,Mostly Urban
46021,100,Rural
46023,100,Rural
46025,100,Rural
46027,27.8,Mostly Urban
46029,22.05,Mostly Urban
46031,100,Rural
46033,100,Rural
46035,19.45,Mostly Urban
46037,100,Rural
46039,100,Rural
46041,100,Rural
46043,100,Rural
46045,100,Rural
46047,51.78,Mostly Rural
46049,100,Rural
46051,53.65,Mostly Rural
46053,100,Rural
46055,100,Rural
46057,100,Rural
46059,100,Rural
46061,100,Rural
46063,100,Rural
46065,23.25,Mostly Urban
46067,100,Rural
46069,100,Rural
46071,100,Rural
46073,100,Rural
46075,100,Rural
46077,100,Rural
46079,51.87,Mostly Rural
46081,35.44,Mostly Urban
46083,59.26,Mostly Rural
46085,100,Rural
46087,100,Rural
46089,100,Rural
46091,100,Rural
46093,44.26,Mostly Urban
46095,100,Rural
46097,100,Rural
46099,13.46,Mostly Urban
46101,100,Rural
46103,24.88,Mostly Urban
46105,100,Rural
46107,100,Rural
46109,100,Rural
46111,100,Rural
46113,77.33,Mostly Rural
46115,61.96,Mostly Rural
46117,41.97,Mostly Urban
46119,100,Rural
46121,100,Rural
46123,49.6,Mostly Urban
46125,100,Rural
46127,71.34,Mostly Rural
46129,43,Mostly Urban
46135,36.5,Mostly Urban
46137,100,Rural
47001,38.43,Mostly Urban
47003,58.49,Mostly Rural
47005,79.39,Mostly Rural
47007,100,Rural
47009,37.35,Mostly Urban
47011,32.78,Mostly Urban
47013,57.75,Mostly Rural
47015,100,Rural
47017,83.14,Mostly Rural
47019,40.41,Mostly Urban
47021,92.29,Mostly Rural
47023,68.29,Mostly Rural
47025,70.65,Mostly Rural
47027,100,Rural
47029,67.18,Mostly Rural
47031,46.95,Mostly Urban
47033,100,Rural
47035,67.68,Mostly Rural
47037,4.07,Mostly Urban
47039,100,Rural
47041,80.68,Mostly Rural
47043,66.81,Mostly Rural
47045,41.44,Mostly Urban
47047,100,Rural
47049,100,Rural
47051,68.95,Mostly Rural
47053,48.36,Mostly Urban
47055,69.96,Mostly Rural
47057,100,Rural
47059,68.18,Mostly Rural
47061,100,Rural
47063,25.28,Mostly Urban
47065,9.12,Mostly Urban
47067,100,Rural
47069,73.46,Mostly Rural
47071,71.64,Mostly Rural
47073,60.77,Mostly Rural
47075,48.57,Mostly Urban
47077,76.06,Mostly Rural
47079,67.34,Mostly Rural
47081,100,Rural
47083,100,Rural
47085,79.44,Mostly Rural
47087,100,Rural
47089,75.85,Mostly Rural
47091,82.24,Mostly Rural
47093,12.17,Mostly Urban
47095,100,Rural
47097,55.88,Mostly Rural
47099,71.08,Mostly Rural
47101,67.06,Mostly Rural
47103,76.49,Mostly Rural
47105,48.53,Mostly Urban
47107,56.77,Mostly Rural
47109,82.35,Mostly Rural
47111,80.76,Mostly Rural
47113,27.71,Mostly Urban
47115,79.16,Mostly Rural
47117,61.52,Mostly Rural
47119,40.53,Mostly Urban
47121,100,Rural
47123,76.99,Mostly Rural
47125,25.46,Mostly Urban
47127,100,Rural
47129,86.79,Mostly Rural
47131,57.71,Mostly Rural
47133,82.61,Mostly Rural
47135,100,Rural
47137,100,Rural
47139,100,Rural
47141,38.76,Mostly Urban
47143,70.37,Mostly Rural
47145,47.64,Mostly Urban
47147,57.18,Mostly Rural
47149,24.13,Mostly Urban
47151,83.6,Mostly Rural
47153,99.94,Mostly Rural
47155,68.99,Mostly Rural
47157,3.04,Mostly Urban
47159,78.53,Mostly Rural
47161,100,Rural
47163,25.28,Mostly Urban
47165,30.09,Mostly Urban
47167,66,Mostly Rural
47169,100,Rural
47171,45.12,Mostly Urban
47173,100,Rural
47175,100,Rural
47177,59.78,Mostly Rural
47179,30.96,Mostly Urban
47181,100,Rural
47183,73.69,Mostly Rural
47185,80.98,Mostly Rural
47187,29.35,Mostly Urban
47189,46.04,Mostly Urban
48001,56.72,Mostly Rural
48003,18.22,Mostly Urban
48005,46.69,Mostly Urban
48007,33.48,Mostly Urban
48009,90.52,Mostly Rural
48011,100,Rural
48013,61.61,Mostly Rural
48015,65.7,Mostly Rural
48017,38.06,Mostly Urban
48019,100,Rural
48021,69.31,Mostly Rural
48023,50.6,Mostly Rural
48025,41.38,Mostly Urban
48027,18.52,Mostly Urban
48029,5.82,Mostly Urban
48031,100,Rural
48033,100,Rural
48035,83.54,Mostly Rural
48037,33.85,Mostly Urban
48039,27.45,Mostly Urban
48041,12.55,Mostly Urban
48043,36.61,Mostly Urban
48045,100,Rural
48047,28.66,Mostly Urban
48049,47.1,Mostly Urban
48051,85.12,Mostly Rural
48053,54.55,Mostly Rural
48055,48.61,Mostly Urban
48057,52.73,Mostly Rural
48059,74.9,Mostly Rural
48061,12.71,Mostly Urban
48063,64.5,Mostly Rural
48065,96.59,Mostly Rural
48067,81.76,Mostly Rural
48069,48.16,Mostly Urban
48071,66.59,Mostly Rural
48073,65.36,Mostly Rural
48075,18.4,Mostly Urban
48077,73.84,Mostly Rural
48079,100,Rural
48081,100,Rural
48083,53.62,Mostly Rural
48085,9.75,Mostly Urban
48087,100,Rural
48089,64.36,Mostly Rural
48091,43.42,Mostly Urban
48093,74.88,Mostly Rural
48095,100,Rural
48097,58.55,Mostly Rural
48099,23.64,Mostly Urban
48101,100,Rural
48103,10.03,Mostly Urban
48105,36.12,Mostly Urban
48107,100,Rural
48109,100,Rural
48111,27.36,Mostly Urban
48113,0.86,Mostly Urban
48115,21.18,Mostly Urban
48117,19.55,Mostly Urban
48119,100,Rural
48121,11.24,Mostly Urban
48123,59.21,Mostly Rural
48125,100,Rural
48127,42.75,Mostly Urban
48129,100,Rural
48131,51.18,Mostly Rural
48133,63.81,Mostly Rural
48135,8.14,Mostly Urban
48137,100,Rural
48139,41.15,Mostly Urban
48141,3.03,Mostly Urban
48143,43.14,Mostly Urban
48145,63.03,Mostly Rural
48147,75.2,Mostly Rural
48149,68,Mostly Rural
48151,100,Rural
48153,53.28,Mostly Rural
48155,100,Rural
48157,10.62,Mostly Urban
48159,94.6,Mostly Rural
48161,66.64,Mostly Rural
48163,29.26,Mostly Urban
48165,56.73,Mostly Rural
48167,13.42,Mostly Urban
48169,34.85,Mostly Urban
48171,54.77,Mostly Rural
48173,100,Rural
48175,100,Rural
48177,65.67,Mostly Rural
48179,17.03,Mostly Urban
48181,45.93,Mostly Urban
48183,19.47,Mostly Urban
48185,72.51,Mostly Rural
48187,41.32,Mostly Urban
48189,26.08,Mostly Urban
48191,100,Rural
48193,68.73,Mostly Rural
48195,44.7,Mostly Urban
48197,42.71,Mostly Urban
48199,57.78,Mostly Rural
48201,1.72,Mostly Urban
48203,59.99,Mostly Rural
48205,45,Mostly Urban
48207,59.92,Mostly Rural
48209,42.57,Mostly Urban
48211,100,Rural
48213,52.31,Mostly Rural
48215,6.24,Mostly Urban
48217,78.84,Mostly Rural
48219,39.99,Mostly Urban
48221,34.77,Mostly Urban
48223,57.38,Mostly Rural
48225,73.56,Mostly Rural
48227,23.86,Mostly Urban
48229,100,Rural
48231,55.06,Mostly Rural
48233,22.46,Mostly Urban
48235,100,Rural
48237,60.99,Mostly Rural
48239,60.44,Mostly Rural
48241,79.46,Mostly Rural
48243,100,Rural
48245,8.48,Mostly Urban
48247,22.31,Mostly Urban
48249,38.15,Mostly Urban
48251,44.66,Mostly Urban
48253,78.44,Mostly Rural
48255,54.01,Mostly Rural
48257,66.5,Mostly Rural
48259,63.11,Mostly Rural
48261,100,Rural
48263,100,Rural
48265,40.65,Mostly Urban
48267,59.25,Mostly Rural
48269,100,Rural
48271,100,Rural
48273,18.44,Mostly Urban
48275,100,Rural
48277,43.83,Mostly Urban
48279,57.82,Mostly Rural
48281,62.77,Mostly Rural
48283,33.58,Mostly Urban
48285,82.99,Mostly Rural
48287,75.61,Mostly Rural
48289,100,Rural
48291,68.2,Mostly Rural
48293,58.98,Mostly Rural
48295,100,Rural
48297,83.54,Mostly Rural
48299,64.54,Mostly Rural
48301,100,Rural
48303,11.54,Mostly Urban
48305,55.67,Mostly Rural
48307,40.37,Mostly Urban
48309,24.1,Mostly Urban
48311,100,Rural
48313,67.4,Mostly Rural
48315,100,Rural
48317,48.42,Mostly Urban
48319,100,Rural
48321,43.48,Mostly Urban
48323,12.51,Mostly Urban
48325,60.06,Mostly Rural
48327,100,Rural
48329,12.59,Mostly Urban
48331,54.25,Mostly Rural
48333,100,Rural
48335,53.48,Mostly Rural
48337,58.64,Mostly Rural
48339,35.31,Mostly Urban
48341,18.51,Mostly Urban
48343,80.89,Mostly Rural
48345,100,Rural
48347,49.59,Mostly Urban
48349,50.58,Mostly Rural
48351,100,Rural
48353,28.29,Mostly Urban
48355,6.16,Mostly Urban
48357,16.42,Mostly Urban
48359,100,Rural
48361,33.12,Mostly Urban
48363,56.94,Mostly Rural
48365,75.57,Mostly Rural
48367,63.46,Mostly Rural
48369,62.38,Mostly Rural
48371,40.22,Mostly Urban
48373,88.97,Mostly Rural
48375,7.01,Mostly Urban
48377,53.53,Mostly Rural
48379,100,Rural
48381,12.47,Mostly Urban
48383,22.8,Mostly Urban
48385,100,Rural
48387,76.27,Mostly Rural
48389,24.63,Mostly Urban
48391,63.31,Mostly Rural
48393,100,Rural
48395,76.37,Mostly Rural
48397,19.9,Mostly Urban
48399,41.52,Mostly Urban
48401,69.8,Mostly Rural
48403,100,Rural
48405,100,Rural
48407,100,Rural
48409,21.9,Mostly Urban
48411,61.57,Mostly Rural
48413,100,Rural
48415,28.61,Mostly Urban
48417,100,Rural
48419,80.74,Mostly Rural
48421,100,Rural
48423,37.96,Mostly Urban
48425,100,Rural
48427,25.52,Mostly Urban
48429,40.9,Mostly Urban
48431,100,Rural
48433,100,Rural
48435,30.58,Mostly Urban
48437,43.41,Mostly Urban
48439,1.85,Mostly Urban
48441,13.1,Mostly Urban
48443,100,Rural
48445,27.07,Mostly Urban
48447,100,Rural
48449,54.6,Mostly Rural
48451,14.48,Mostly Urban
48453,6.71,Mostly Urban
48455,100,Rural
48457,88.34,Mostly Rural
48459,79.87,Mostly Rural
48461,100,Rural
48463,36.91,Mostly Urban
48465,15.51,Mostly Urban
48467,80,Mostly Rural
48469,26.16,Mostly Urban
48471,48.01,Mostly Urban
48473,69.02,Mostly Rural
48475,32.12,Mostly Urban
48477,58.48,Mostly Rural
48479,5.7,Mostly Urban
48481,48.42,Mostly Urban
48483,100,Rural
48485,7.08,Mostly Urban
48487,22.12,Mostly Urban
48489,55.02,Mostly Rural
48491,16.95,Mostly Urban
48493,83.56,Mostly Rural
48495,18.23,Mostly Urban
48497,82.38,Mostly Rural
48499,82.62,Mostly Rural
48501,38.67,Mostly Urban
48503,33.33,Mostly Urban
48505,43.89,Mostly Urban
48507,37.15,Mostly Urban
49001,100,Rural
49003,34.38,Mostly Urban
49005,16.13,Mostly Urban
49007,41.05,Mostly Urban
49009,100,Rural
49011,1.9,Mostly Urban
49013,79.01,Mostly Rural
49015,100,Rural
49017,100,Rural
49019,29.17,Mostly Urban
49021,45.04,Mostly Urban
49023,47.05,Mostly Urban
49025,69.1,Mostly Rural
49027,75.9,Mostly Rural
49029,100,Rural
49031,100,Rural
49033,100,Rural
49035,1.38,Mostly Urban
49037,83.06,Mostly Rural
49039,62.58,Mostly Rural
49041,67.05,Mostly Rural
49043,57.78,Mostly Rural
49045,23.29,Mostly Urban
49047,52.99,Mostly Rural
49049,6.42,Mostly Urban
49051,49.22,Mostly Urban
49053,24.15,Mostly Urban
49055,100,Rural
49057,6.94,Mostly Urban
50001,84.69,Mostly Rural
50003,70.29,Mostly Rural
50005,76.03,Mostly Rural
50007,26.85,Mostly Urban
50009,100,Rural
50011,71.5,Mostly Rural
50013,100,Rural
50015,100,Rural
50017,98.03,Mostly Rural
50019,84.47,Mostly Rural
50021,66.3,Mostly Rural
50023,54.43,Mostly Rural
50025,78.04,Mostly Rural
50027,78.7,Mostly Rural
51001,76.29,Mostly Rural
51003,46.69,Mostly Urban
51005,70.03,Mostly Rural
51007,100,Rural
51009,65.94,Mostly Rural
51011,100,Rural
51013,0,Mostly Urban
51015,77.68,Mostly Rural
51017,100,Rural
51019,86.45,Mostly Rural
51021,100,Rural
51023,68.5,Mostly Rural
51025,90.13,Mostly Rural
51027,100,Rural
51029,100,Rural
51031,60.38,Mostly Rural
51033,100,Rural
51035,98.24,Mostly Rural
51036,100,Rural
51037,100,Rural
51041,10.2,Mostly Urban
51043,75.97,Mostly Rural
51045,100,Rural
51047,68.46,Mostly Rural
51049,94.98,Mostly Rural
51051,100,Rural
51053,76.47,Mostly Rural
51057,80.31,Mostly Rural
51059,1.33,Mostly Urban
51061,73.21,Mostly Rural
51063,100,Rural
51065,67.44,Mostly Rural
51067,91.42,Mostly Rural
51069,50.1,Mostly Rural
51071,83.39,Mostly Rural
51073,71.25,Mostly Rural
51075,97.21,Mostly Rural
51077,99.58,Mostly Rural
51079,100,Rural
51081,86.99,Mostly Rural
51083,75.72,Mostly Rural
51085,43.27,Mostly Urban
51087,5.28,Mostly Urban
51089,63.95,Mostly Rural
51091,100,Rural
51093,66.23,Mostly Rural
51095,28.33,Mostly Urban
51097,100,Rural
51099,100,Rural
51101,80.07,Mostly Rural
51103,100,Rural
51105,99.47,Mostly Rural
51107,16.84,Mostly Urban
51109,100,Rural
51111,100,Rural
51113,100,Rural
51115,100,Rural
51117,80.72,Mostly Rural
51119,100,Rural
51121,32.57,Mostly Urban
51125,100,Rural
51127,100,Rural
51131,100,Rural
51133,100,Rural
51135,59.36,Mostly Rural
51137,64.26,Mostly Rural
51139,79.7,Mostly Rural
51141,100,Rural
51143,90.3,Mostly Rural
51145,100,Rural
51147,79.49,Mostly Rural
51149,63.78,Mostly Rural
51153,9.34,Mostly Urban
51155,52.47,Mostly Rural
51157,100,Rural
51159,86.73,Mostly Rural
51161,21.38,Mostly Urban
51163,96.44,Mostly Rural
51165,67.01,Mostly Rural
51167,87.74,Mostly Rural
51169,80.47,Mostly Rural
51171,77.43,Mostly Rural
51173,71.64,Mostly Rural
51175,98.12,Mostly Rural
51177,35.69,Mostly Urban
51179,26.49,Mostly Urban
51181,100,Rural
51183,100,Rural
51185,57.39,Mostly Rural
51187,56.16,Mostly Rural
51191,68.31,Mostly Rural
51193,71.74,Mostly Rural
51195,60.92,Mostly Rural
51197,73.32,Mostly Rural
51199,9.61,Mostly Urban
51510,0,Mostly Urban
51515,0,Mostly Urban
51520,1.02,Mostly Urban
51530,2.8,Mostly Urban
51540,0,Mostly Urban
51550,8.49,Mostly Urban
51560,0,Mostly Urban
51570,0,Mostly Urban
51580,0,Mostly Urban
51590,6.02,Mostly Urban
51595,9.78,Mostly Urban
51600,0,Mostly Urban
51610,0,Mostly Urban
51620,2.55,Mostly Urban
51630,0.19,Mostly Urban
51640,8.64,Mostly Urban
51650,0.18,Mostly Urban
51660,0.36,Mostly Urban
51670,0.02,Mostly Urban
51678,0,Mostly Urban
51680,3.13,Mostly Urban
51683,0.02,Mostly Urban
51685,0,Mostly Urban
51690,0,Mostly Urban
51700,0.04,Mostly Urban
51710,0,Mostly Urban
51720,8.74,Mostly Urban
51730,2.49,Mostly Urban
51735,5,Mostly Urban
51740,0,Mostly Urban
51750,3.44,Mostly Urban
51760,0,Mostly Urban
51770,0,Mostly Urban
51775,0,Mostly Urban
51790,0.75,Mostly Urban
51800,29.02,Mostly Urban
51810,1.53,Mostly Urban
51820,2.05,Mostly Urban
51830,0,Mostly Urban
51840,0,Mostly Urban
53001,58.89,Mostly Rural
53003,6.85,Mostly Urban
53005,10.43,Mostly Urban
53007,43.65,Mostly Urban
53009,46.48,Mostly Urban
53011,15.59,Mostly Urban
53013,38.8,Mostly Urban
53015,31.24,Mostly Urban
53017,33.17,Mostly Urban
53019,100,Rural
53021,20.2,Mostly Urban
53023,100,Rural
53025,49.33,Mostly Urban
53027,41.72,Mostly Urban
53029,53.11,Mostly Rural
53031,58.82,Mostly Rural
53033,3.45,Mostly Urban
53035,19.26,Mostly Urban
53037,45.72,Mostly Urban
53039,59.32,Mostly Rural
53041,64.44,Mostly Rural
53043,100,Rural
53045,80.12,Mostly Rural
53047,81.53,Mostly Rural
53049,50.55,Mostly Rural
53051,100,Rural
53053,7.9,Mostly Urban
53055,100,Rural
53057,35.06,Mostly Urban
53059,100,Rural
53061,10.86,Mostly Urban
53063,12.89,Mostly Urban
53065,81.24,Mostly Rural
53067,23.67,Mostly Urban
53069,100,Rural
53071,18.88,Mostly Urban
53073,31.27,Mostly Urban
53075,35.69,Mostly Urban
53077,27.26,Mostly Urban
54001,84.15,Mostly Rural
54003,44.74,Mostly Urban
54005,86.54,Mostly Rural
54007,100,Rural
54009,37.75,Mostly Urban
54011,20.87,Mostly Urban
54013,100,Rural
54015,100,Rural
54017,100,Rural
54019,58.42,Mostly Rural
54021,100,Rural
54023,78.67,Mostly Rural
54025,70.62,Mostly Rural
54027,100,Rural
54029,32.58,Mostly Urban
54031,100,Rural
54033,39.87,Mostly Urban
54035,72.04,Mostly Rural
54037,67.86,Mostly Rural
54039,22.63,Mostly Urban
54041,67.91,Mostly Rural
54043,100,Rural
54045,74.84,Mostly Rural
54047,87.71,Mostly Rural
54049,39.03,Mostly Urban
54051,48.14,Mostly Urban
54053,68.82,Mostly Rural
54055,45.65,Mostly Urban
54057,59.8,Mostly Rural
54059,86.39,Mostly Rural
54061,29.35,Mostly Urban
54063,98.86,Mostly Rural
54065,100,Rural
54067,76.71,Mostly Rural
54069,16.53,Mostly Urban
54071,100,Rural
54073,56.32,Mostly Rural
54075,100,Rural
54077,87.94,Mostly Rural
54079,41.66,Mostly Urban
54081,40.7,Mostly Urban
54083,65.85,Mostly Rural
54085,100,Rural
54087,78.8,Mostly Rural
54089,78.08,Mostly Rural
54091,60.49,Mostly Rural
54093,100,Rural
54095,74,Mostly Rural
54097,64.54,Mostly Rural
54099,59.77,Mostly Rural
54101,100,Rural
54103,54.24,Mostly Rural
54105,100,Rural
54107,25.23,Mostly Urban
54109,88.85,Mostly Rural
55001,100,Rural
55003,61,Mostly Rural
55005,73.28,Mostly Rural
55007,100,Rural
55009,14.53,Mostly Urban
55011,100,Rural
55013,100,Rural
55015,40.24,Mostly Urban
55017,51.61,Mostly Rural
55019,92.24,Mostly Rural
55021,63.96,Mostly Rural
55023,67.35,Mostly Rural
55025,13.79,Mostly Urban
55027,51.76,Mostly Rural
55029,78.92,Mostly Rural
55031,41.42,Mostly Urban
55033,60.24,Mostly Rural
55035,21.6,Mostly Urban
55037,100,Rural
55039,35.22,Mostly Urban
55041,100,Rural
55043,67.15,Mostly Rural
55045,53.75,Mostly Rural
55047,78.23,Mostly Rural
55049,82.14,Mostly Rural
55051,77.87,Mostly Rural
55053,73.6,Mostly Rural
55055,42.14,Mostly Urban
55057,86.48,Mostly Rural
55059,10.98,Mostly Urban
